gene	Sample_ID	compendium_version	drugs	rollup_cohort	Pathway_support_for_outlier
SERPINF2	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753),REACTOME_HEMOSTASIS(30/466),REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_(13/89),KEGG_COMPLEMENT_AND_COAGULATION_CASCADES(11/69),REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION(17/208),NABA_ECM_REGULATORS(16/238)
SERPINI1	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753),PID_MYC_ACTIV_PATHWAY(11/79),NABA_ECM_REGULATORS(16/238)
SETDB1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SF1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SF3B1	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(19/140),REACTOME_MRNA_PROCESSING(19/161),REACTOME_MRNA_SPLICING(15/111),REACTOME_MRNA_SPLICING_MINOR_PATHWAY(8/45)
SF3B3	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(19/140),REACTOME_MRNA_PROCESSING(19/161),REACTOME_MRNA_SPLICING(15/111),HALLMARK_MYC_TARGETS_V1(16/200),REACTOME_MRNA_SPLICING_MINOR_PATHWAY(8/45)
SFPQ	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_G2M_CHECKPOINT(14/200)
SFTA2	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753),NABA_ECM_AFFILIATED(17/171)
SFTA3	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753),NABA_ECM_AFFILIATED(17/171)
SFTPA1	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753),NABA_ECM_AFFILIATED(17/171),PID_HNF3A_PATHWAY(6/44)
SFTPA2	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753),NABA_ECM_AFFILIATED(17/171),PID_HNF3A_PATHWAY(6/44)
SFTPB	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753),NABA_ECM_AFFILIATED(17/171)
SFTPC	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753),NABA_ECM_AFFILIATED(17/171)
SFTPD	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753),NABA_ECM_AFFILIATED(17/171),PID_RB_1PATHWAY(7/65),PID_HNF3A_PATHWAY(6/44)
SGSH	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_LYSOSOME(15/121),REACTOME_METABOLISM_OF_CARBOHYDRATES(13/247)
SH2B1	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_HEMOSTASIS(30/466)
SH3BP4	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SHTN1	TH34_1379_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
SIGMAR1	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_UV_RESPONSE_UP(14/158)
SLC11A1	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_LYSOSOME(15/121),REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS(8/89),REACTOME_METAL_ION_SLC_TRANSPORTERS(4/22)
SLC13A3	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS(8/89),REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS(3/11)
SLC13A5	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS(8/89),REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS(3/11)
SLC16A1	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_HEMOSTASIS(30/466),REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL(11/91),HALLMARK_ESTROGEN_RESPONSE_LATE(13/200),REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS(8/89),REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS(3/11)
SLC17A9	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SLC20A2	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241)
SLC22A31	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SLC2A1	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),PID_MYC_ACTIV_PATHWAY(11/79),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),KEGG_PATHWAYS_IN_CANCER(18/328),HALLMARK_MTORC1_SIGNALING(14/200),REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS(8/89),REACTOME_METABOLISM_OF_CARBOHYDRATES(13/247),HALLMARK_PI3K_AKT_MTOR_SIGNALING(7/105)
SLC30A3	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),HALLMARK_APICAL_JUNCTION(12/200),REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS(8/89),REACTOME_METAL_ION_SLC_TRANSPORTERS(4/22)
SLC34A2	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241)
SLC35D2	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241)
SLC39A5	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS(8/89),REACTOME_METAL_ION_SLC_TRANSPORTERS(4/22)
SLC39A8	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),HALLMARK_IL2_STAT5_SIGNALING(13/200),REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS(8/89),REACTOME_METAL_ION_SLC_TRANSPORTERS(4/22)
SLC5A6	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),HALLMARK_ADIPOGENESIS(13/200)
SLC7A8	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_HEMOSTASIS(30/466),REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL(11/91)
SMAGP	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SMARCD1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SMARCD3	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(27/478),REACTOME_DEVELOPMENTAL_BIOLOGY(15/396)
SMG5	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SMPD4	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(27/478),REACTOME_PHOSPHOLIPID_METABOLISM(12/198),REACTOME_SPHINGOLIPID_METABOLISM(6/69)
SMYD2	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SNHG1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SNRPE	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(19/140),REACTOME_MRNA_PROCESSING(19/161),REACTOME_MRNA_SPLICING(15/111),REACTOME_MRNA_SPLICING_MINOR_PATHWAY(8/45),REACTOME_TRANSCRIPTION(12/210),REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_(6/44),REACTOME_RNA_POL_II_TRANSCRIPTION(7/105)
SNX5	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_MEMBRANE_TRAFFICKING(8/129)
SON	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SOX13	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SP5	TH34_1379_S01	v8		lowstringency_pd_outliers	PID_BETA_CATENIN_NUC_PATHWAY(7/80)
SPG7	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SPI1	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_PATHWAYS_IN_CANCER(18/328),PID_RB_1PATHWAY(7/65)
SPPL2B	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SPTLC1	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(27/478),REACTOME_PHOSPHOLIPID_METABOLISM(12/198),REACTOME_SPHINGOLIPID_METABOLISM(6/69)
SRC	TH34_1379_S01	v8	Dasatinib,XL228,AZD0530,DASATINIB,SARACATINIB,Saracatinib,KX2-391,XL-228	lowstringency_pd_outliers	REACTOME_HEMOSTASIS(30/466),REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION(17/208),REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL(11/91),KEGG_FOCAL_ADHESION(13/201),REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS(8/79),HALLMARK_APICAL_JUNCTION(12/200),BIOCARTA_CELL2CELL_PATHWAY(4/14),PID_ECADHERIN_KERATINOCYTE_PATHWAY(4/21),REACTOME_DEVELOPMENTAL_BIOLOGY(15/396),PID_PRL_SIGNALING_EVENTS_PATHWAY(4/23),HALLMARK_COMPLEMENT(10/200),PID_VEGFR1_2_PATHWAY(6/69),REACTOME_MEMBRANE_TRAFFICKING(8/129),REACTOME_PECAM1_INTERACTIONS(3/10),PID_AJDISS_2PATHWAY(5/48),REACTOME_AXON_GUIDANCE(11/251),KEGG_ADHERENS_JUNCTION(6/75)
SRRM2	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SRRT	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
SRSF1	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(19/140),REACTOME_MRNA_PROCESSING(19/161),REACTOME_MRNA_SPLICING(15/111),HALLMARK_MYC_TARGETS_V1(16/200),REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM(9/54),REACTOME_MRNA_SPLICING_MINOR_PATHWAY(8/45),HALLMARK_G2M_CHECKPOINT(14/200),HALLMARK_E2F_TARGETS(12/200),REACTOME_TRANSCRIPTION(12/210),REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_(6/44),REACTOME_MRNA_3_END_PROCESSING(5/35),REACTOME_RNA_POL_II_TRANSCRIPTION(7/105)
SRSF10	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128),HALLMARK_G2M_CHECKPOINT(14/200)
SRSF2	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(19/140),REACTOME_MRNA_PROCESSING(19/161),REACTOME_MRNA_SPLICING(15/111),HALLMARK_MYC_TARGETS_V1(16/200),REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM(9/54),REACTOME_MRNA_SPLICING_MINOR_PATHWAY(8/45),HALLMARK_G2M_CHECKPOINT(14/200),HALLMARK_E2F_TARGETS(12/200),REACTOME_TRANSCRIPTION(12/210),REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_(6/44),REACTOME_MRNA_3_END_PROCESSING(5/35),REACTOME_RNA_POL_II_TRANSCRIPTION(7/105)
SRSF6	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(19/140),REACTOME_MRNA_PROCESSING(19/161),REACTOME_MRNA_SPLICING(15/111),REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM(9/54),REACTOME_MRNA_SPLICING_MINOR_PATHWAY(8/45),REACTOME_TRANSCRIPTION(12/210),REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_(6/44),REACTOME_MRNA_3_END_PROCESSING(5/35),HALLMARK_DNA_REPAIR(9/150),REACTOME_RNA_POL_II_TRANSCRIPTION(7/105)
SRSF7	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(19/140),REACTOME_MRNA_PROCESSING(19/161),REACTOME_MRNA_SPLICING(15/111),HALLMARK_MYC_TARGETS_V1(16/200),REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM(9/54),REACTOME_MRNA_SPLICING_MINOR_PATHWAY(8/45),REACTOME_TRANSCRIPTION(12/210),REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_(6/44),REACTOME_MRNA_3_END_PROCESSING(5/35),REACTOME_RNA_POL_II_TRANSCRIPTION(7/105)
SSB	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_MYC_TARGETS_V1(16/200),REACTOME_TRANSCRIPTION(12/210)
STAG3L5P-PVRIG2P-PILRB	TH34_1379_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
STAR	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(27/478)
STARD3	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_UV_RESPONSE_UP(14/158)
STK25	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_UV_RESPONSE_UP(14/158)
STK36	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_PATHWAYS_IN_CANCER(18/328)
STX16	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_PROTEIN_SECRETION(8/96)
SYTL2	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_MTORC1_SIGNALING(14/200)
TAF1C	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSCRIPTION(12/210),HALLMARK_DNA_REPAIR(9/150)
TAF9	TH34_1379_S01	v8		lowstringency_pd_outliers	PID_MYC_ACTIV_PATHWAY(11/79),REACTOME_TRANSCRIPTION(12/210),HALLMARK_DNA_REPAIR(9/150),REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE(7/104),REACTOME_RNA_POL_II_TRANSCRIPTION(7/105)
TARBP1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TARBP2	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_DNA_REPAIR(9/150)
TBCA	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_PROTEINS(23/518),REACTOME_PROTEIN_FOLDING(8/53)
TBCE	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_PROTEINS(23/518),REACTOME_PROTEIN_FOLDING(8/53)
TBRG4	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_MYC_TARGETS_V2(8/58),HALLMARK_E2F_TARGETS(12/200)
TBX3	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TCAF1	TH34_1379_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
TF	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_HEMOSTASIS(30/466),REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_(13/89),REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION(17/208),REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),HALLMARK_COAGULATION(12/138)
THBS3	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_CORE_MATRISOME(17/275),NABA_ECM_GLYCOPROTEINS(13/196),KEGG_FOCAL_ADHESION(13/201),HALLMARK_APICAL_JUNCTION(12/200),KEGG_ECM_RECEPTOR_INTERACTION(7/84)
THOC2	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128)
THUMPD3-AS1	TH34_1379_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
TIAL1	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_APICAL_JUNCTION(12/200)
TM9SF4	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TMEM106C	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TMEM2	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TMEM261	TH34_1379_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
TNFSF13	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_MATRISOME_ASSOCIATED(40/753)
TNNI2	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TNPO2	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_G2M_CHECKPOINT(14/200)
TOMM34	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TOMM5	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_PROTEINS(23/518)
TPCN1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TPR	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(19/140),REACTOME_MRNA_PROCESSING(19/161),REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(23/413),REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT(17/241),REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM(9/54),KEGG_PATHWAYS_IN_CANCER(18/328),REACTOME_METABOLISM_OF_CARBOHYDRATES(13/247),REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY(4/27),REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE(7/104)
TPSAB1	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_ESTROGEN_RESPONSE_LATE(13/200)
TRA2A	TH34_1379_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(19/128)
TRDC	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TREM1	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_HEMOSTASIS(30/466),REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL(11/91)
TRH	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TRIB2	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_KRAS_SIGNALING_UP(12/200)
TRIM50	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TRIP10	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TRMU	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TSG101	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_PROTEIN_SECRETION(8/96),HALLMARK_DNA_REPAIR(9/150),REACTOME_MEMBRANE_TRAFFICKING(8/129),REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE(7/104)
TTC17	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TTLL4	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
TUBA1A	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_PROTEINS(23/518),REACTOME_PROTEIN_FOLDING(8/53),REACTOME_CELL_CYCLE_MITOTIC(16/325),REACTOME_CELL_CYCLE(17/421),REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC(4/28)
UBAP2L	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
UBE2G2	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
UCKL1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
UGCG	TH34_1379_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(27/478),REACTOME_PHOSPHOLIPID_METABOLISM(12/198),REACTOME_SPHINGOLIPID_METABOLISM(6/69)
UNC119B	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
UNG	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_MTORC1_SIGNALING(14/200),HALLMARK_MYC_TARGETS_V2(8/58),HALLMARK_E2F_TARGETS(12/200)
USP22	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
USP34	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
UXS1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
VIM	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
VSIG4	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
VTN	TH34_1379_S01	v8		lowstringency_pd_outliers	NABA_MATRISOME(57/1028),NABA_CORE_MATRISOME(17/275),HALLMARK_ANGIOGENESIS(7/36),NABA_ECM_GLYCOPROTEINS(13/196),KEGG_FOCAL_ADHESION(13/201),REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS(8/79),HALLMARK_XENOBIOTIC_METABOLISM(12/200),PID_HNF3A_PATHWAY(6/44),PID_INTEGRIN1_PATHWAY(7/66),KEGG_ECM_RECEPTOR_INTERACTION(7/84),PID_VEGFR1_2_PATHWAY(6/69)
WASH3P	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
WASH5P	TH34_1379_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
WASH6P	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
WASH7P	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
WDR59	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
WSB1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
WWP1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
XPO1	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_MYC_TARGETS_V1(16/200),HALLMARK_G2M_CHECKPOINT(14/200),REACTOME_CELL_CYCLE_MITOTIC(16/325),HALLMARK_E2F_TARGETS(12/200),REACTOME_CELL_CYCLE(17/421),PID_BETA_CATENIN_NUC_PATHWAY(7/80),REACTOME_MITOTIC_M_M_G1_PHASES(10/172),REACTOME_DNA_REPLICATION(10/192),REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY(4/27),REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE(7/104)
YKT6	TH34_1379_S01	v8		lowstringency_pd_outliers	HALLMARK_UV_RESPONSE_UP(14/158),HALLMARK_MTORC1_SIGNALING(14/200),HALLMARK_PROTEIN_SECRETION(8/96)
YY1AP1	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
Y_RNA	TH34_1379_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
ZC3H15	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZCCHC11	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZDHHC3	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZDHHC6	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZFAND2B	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZMIZ2	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZNF331	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZNF384	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZNF503	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZNF638	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ZNF692	TH34_1379_S01	v8		lowstringency_pd_outliers	NA
ACOT8	TH34_1380_S01	v8		lowstringency_pd_outliers	HALLMARK_FATTY_ACID_METABOLISM(10/158)
ADAMTS10	TH34_1380_S01	v8		lowstringency_pd_outliers	NA
ADCY3	TH34_1380_S01	v8		lowstringency_pd_outliers	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION(5/115)
ADGRD1	TH34_1380_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
