gene	Sample_ID	compendium_version	drugs	rollup_cohort	Pathway_support_for_outlier
FGF20	TH34_1179_S01	v7		v11_PEDAYA_rollup	NABA_MATRISOME(14/1028),NABA_MATRISOME_ASSOCIATED(12/753),KEGG_PATHWAYS_IN_CANCER(7/328),NABA_SECRETED_FACTORS(7/344),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(3/22),REACTOME_SHC_MEDIATED_CASCADE(3/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(3/37),REACTOME_FRS2_MEDIATED_CASCADE(3/36),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(3/54),REACTOME_PI_3K_CASCADE(3/56),REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION(2/12),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(2/14),KEGG_MELANOMA(3/71),REACTOME_PI3K_CASCADE(3/71),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(3/87),KEGG_REGULATION_OF_ACTIN_CYTOSKELETON(4/216),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(3/100)
FGF20	TH34_1179_S01	v7		v11_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),NABA_MATRISOME(16/1028),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(4/22),REACTOME_SHC_MEDIATED_CASCADE(4/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(4/37),REACTOME_FRS2_MEDIATED_CASCADE(4/36),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(3/14),NABA_MATRISOME_ASSOCIATED(11/753),REACTOME_PI_3K_CASCADE(4/56),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(4/54),KEGG_MELANOMA(4/71),REACTOME_PI3K_CASCADE(4/71),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(4/87),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(4/100),REACTOME_SIGNALING_BY_FGFR_MUTANTS(3/44),REACTOME_SIGNALING_BY_INSULIN_RECEPTOR(4/108),REACTOME_SIGNALING_BY_FGFR(4/112),REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1(2/11),REACTOME_SIGNALING_BY_FGFR_IN_DISEASE(4/127),REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION(2/12),NABA_SECRETED_FACTORS(6/344),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),KEGG_MAPK_SIGNALING_PATHWAY(5/267)
FGF20	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NABA_MATRISOME(16/1028),NABA_MATRISOME_ASSOCIATED(13/753),KEGG_PATHWAYS_IN_CANCER(7/328),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(3/22),NABA_SECRETED_FACTORS(7/344),REACTOME_SHC_MEDIATED_CASCADE(3/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(3/37),REACTOME_FRS2_MEDIATED_CASCADE(3/36),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(3/54),REACTOME_PI_3K_CASCADE(3/56),REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION(2/12),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(2/14),KEGG_MELANOMA(3/71),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),REACTOME_PI3K_CASCADE(3/71)
FGF20	TH34_1179_S01	v7		v7_PEDAYA_rollup	NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(13/1028),KEGG_PATHWAYS_IN_CANCER(7/328),NABA_SECRETED_FACTORS(7/344),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(3/22),REACTOME_SHC_MEDIATED_CASCADE(3/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(3/37),REACTOME_FRS2_MEDIATED_CASCADE(3/36),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(3/54),REACTOME_PI_3K_CASCADE(3/56),REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION(2/12),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(2/14),KEGG_MELANOMA(3/71),REACTOME_PI3K_CASCADE(3/71),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(3/87),KEGG_REGULATION_OF_ACTIN_CYTOSKELETON(4/216),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(3/100),REACTOME_SIGNALING_BY_INSULIN_RECEPTOR(3/108)
FGF20	TH34_1179_S01	v7		v7_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),NABA_MATRISOME(16/1028),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(4/22),REACTOME_SHC_MEDIATED_CASCADE(4/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(4/37),REACTOME_FRS2_MEDIATED_CASCADE(4/36),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(3/14),NABA_MATRISOME_ASSOCIATED(11/753),REACTOME_PI_3K_CASCADE(4/56),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(4/54),KEGG_MELANOMA(4/71),REACTOME_PI3K_CASCADE(4/71),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(4/87),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(4/100),REACTOME_SIGNALING_BY_FGFR_MUTANTS(3/44),REACTOME_SIGNALING_BY_INSULIN_RECEPTOR(4/108),REACTOME_SIGNALING_BY_FGFR(4/112),REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1(2/11),REACTOME_SIGNALING_BY_FGFR_IN_DISEASE(4/127),REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION(2/12),NABA_SECRETED_FACTORS(6/344),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),KEGG_MAPK_SIGNALING_PATHWAY(5/267)
FGF20	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NABA_MATRISOME(14/1028),NABA_MATRISOME_ASSOCIATED(11/753),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(3/22),KEGG_PATHWAYS_IN_CANCER(7/328),NABA_SECRETED_FACTORS(7/344),REACTOME_SHC_MEDIATED_CASCADE(3/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(3/37),REACTOME_FRS2_MEDIATED_CASCADE(3/36),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(3/54),REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION(2/12),REACTOME_PI_3K_CASCADE(3/56),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(2/14),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),KEGG_MELANOMA(3/71),REACTOME_PI3K_CASCADE(3/71)
FGF3	TH34_1179_S01	v7	SORAFENIB	v11_PEDAYA_rollup	NABA_MATRISOME(14/1028),NABA_MATRISOME_ASSOCIATED(12/753),KEGG_PATHWAYS_IN_CANCER(7/328),NABA_SECRETED_FACTORS(7/344),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(3/22),REACTOME_SHC_MEDIATED_CASCADE(3/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(3/37),REACTOME_FRS2_MEDIATED_CASCADE(3/36),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(3/54),REACTOME_PI_3K_CASCADE(3/56),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(2/14),KEGG_MELANOMA(3/71),REACTOME_PI3K_CASCADE(3/71),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(3/87),KEGG_REGULATION_OF_ACTIN_CYTOSKELETON(4/216),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(3/100)
FGF3	TH34_1179_S01	v7	SORAFENIB	v11_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),NABA_MATRISOME(16/1028),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(4/22),REACTOME_SHC_MEDIATED_CASCADE(4/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(4/37),REACTOME_FRS2_MEDIATED_CASCADE(4/36),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(3/14),NABA_MATRISOME_ASSOCIATED(11/753),REACTOME_PI_3K_CASCADE(4/56),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(4/54),KEGG_MELANOMA(4/71),REACTOME_PI3K_CASCADE(4/71),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(4/87),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(4/100),REACTOME_SIGNALING_BY_FGFR_MUTANTS(3/44),REACTOME_SIGNALING_BY_INSULIN_RECEPTOR(4/108),REACTOME_SIGNALING_BY_FGFR(4/112),REACTOME_SIGNALING_BY_FGFR_IN_DISEASE(4/127),NABA_SECRETED_FACTORS(6/344),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),KEGG_MAPK_SIGNALING_PATHWAY(5/267)
FGF3	TH34_1179_S01	v7	SORAFENIB	v11_TH03_TH34_rollup	NABA_MATRISOME(16/1028),NABA_MATRISOME_ASSOCIATED(13/753),KEGG_PATHWAYS_IN_CANCER(7/328),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(3/22),NABA_SECRETED_FACTORS(7/344),REACTOME_SHC_MEDIATED_CASCADE(3/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(3/37),REACTOME_FRS2_MEDIATED_CASCADE(3/36),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(3/54),REACTOME_PI_3K_CASCADE(3/56),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(2/14),KEGG_MELANOMA(3/71),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),REACTOME_PI3K_CASCADE(3/71)
FGF3	TH34_1179_S01	v7	SORAFENIB	v7_PEDAYA_rollup	NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(13/1028),KEGG_PATHWAYS_IN_CANCER(7/328),NABA_SECRETED_FACTORS(7/344),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(3/22),REACTOME_SHC_MEDIATED_CASCADE(3/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(3/37),REACTOME_FRS2_MEDIATED_CASCADE(3/36),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(3/54),REACTOME_PI_3K_CASCADE(3/56),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(2/14),KEGG_MELANOMA(3/71),REACTOME_PI3K_CASCADE(3/71),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(3/87),KEGG_REGULATION_OF_ACTIN_CYTOSKELETON(4/216),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(3/100),REACTOME_SIGNALING_BY_INSULIN_RECEPTOR(3/108)
FGF3	TH34_1179_S01	v7	SORAFENIB	v7_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),NABA_MATRISOME(16/1028),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(4/22),REACTOME_SHC_MEDIATED_CASCADE(4/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(4/37),REACTOME_FRS2_MEDIATED_CASCADE(4/36),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(3/14),NABA_MATRISOME_ASSOCIATED(11/753),REACTOME_PI_3K_CASCADE(4/56),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(4/54),KEGG_MELANOMA(4/71),REACTOME_PI3K_CASCADE(4/71),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(4/87),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(4/100),REACTOME_SIGNALING_BY_FGFR_MUTANTS(3/44),REACTOME_SIGNALING_BY_INSULIN_RECEPTOR(4/108),REACTOME_SIGNALING_BY_FGFR(4/112),REACTOME_SIGNALING_BY_FGFR_IN_DISEASE(4/127),NABA_SECRETED_FACTORS(6/344),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),KEGG_MAPK_SIGNALING_PATHWAY(5/267)
FGF3	TH34_1179_S01	v7	SORAFENIB	v7_TH03_TH34_rollup	NABA_MATRISOME(14/1028),NABA_MATRISOME_ASSOCIATED(11/753),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(3/22),KEGG_PATHWAYS_IN_CANCER(7/328),NABA_SECRETED_FACTORS(7/344),REACTOME_SHC_MEDIATED_CASCADE(3/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(3/37),REACTOME_FRS2_MEDIATED_CASCADE(3/36),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(3/54),REACTOME_PI_3K_CASCADE(3/56),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(2/14),REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2(2/16),KEGG_MELANOMA(3/71),REACTOME_PI3K_CASCADE(3/71)
FGFR1	TH34_1179_S01	v7	[Lucitanib],INFIGRATINIB,AZD-4547,BGJ-398,ORANTINIB,SU-6668,Regorafenib,LUCITANIB,PD173074,PONATINIB,MIDOSTAURIN,Ponatinib,Dovitinib,MASITINIB,AZD4547,Nintedanib,FGF/VEGF RECEPTOR TYROSINE KINASE INHIBITOR, PD173074,XL228,DOVITINIB,1058137-23-7,4-HYDROXYTAMOXIFEN,REGORAFENIB,NINTEDANIB,BGJ398,Lucitanib	v11_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(4/22),REACTOME_SHC_MEDIATED_CASCADE(4/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(4/37),REACTOME_FRS2_MEDIATED_CASCADE(4/36),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(3/14),REACTOME_PI_3K_CASCADE(4/56),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(4/54),KEGG_MELANOMA(4/71),REACTOME_PI3K_CASCADE(4/71),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(4/87),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(4/100),REACTOME_SIGNALING_BY_FGFR_MUTANTS(3/44),REACTOME_SIGNALING_BY_INSULIN_RECEPTOR(4/108),REACTOME_SIGNALING_BY_FGFR(4/112),REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1(2/11),REACTOME_SIGNALING_BY_FGFR_IN_DISEASE(4/127),KEGG_MAPK_SIGNALING_PATHWAY(5/267)
FGFR1	TH34_1179_S01	v7	[Lucitanib],INFIGRATINIB,AZD-4547,BGJ-398,ORANTINIB,SU-6668,Regorafenib,LUCITANIB,PD173074,PONATINIB,MIDOSTAURIN,Ponatinib,Dovitinib,MASITINIB,AZD4547,Nintedanib,FGF/VEGF RECEPTOR TYROSINE KINASE INHIBITOR, PD173074,XL228,DOVITINIB,1058137-23-7,4-HYDROXYTAMOXIFEN,REGORAFENIB,NINTEDANIB,BGJ398,Lucitanib	v7_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION(4/22),REACTOME_SHC_MEDIATED_CASCADE(4/28),REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING(4/37),REACTOME_FRS2_MEDIATED_CASCADE(4/36),REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION(3/14),REACTOME_PI_3K_CASCADE(4/56),REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE(4/54),KEGG_MELANOMA(4/71),REACTOME_PI3K_CASCADE(4/71),REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE(4/87),REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR(4/100),REACTOME_SIGNALING_BY_FGFR_MUTANTS(3/44),REACTOME_SIGNALING_BY_INSULIN_RECEPTOR(4/108),REACTOME_SIGNALING_BY_FGFR(4/112),REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1(2/11),REACTOME_SIGNALING_BY_FGFR_IN_DISEASE(4/127),KEGG_MAPK_SIGNALING_PATHWAY(5/267)
FGGY	TH34_1179_S01	v7		v11_PEDAYA_rollup	HALLMARK_KRAS_SIGNALING_DN(5/200)
FGGY	TH34_1179_S01	v7		v11_TCGA_rollup	HALLMARK_KRAS_SIGNALING_DN(5/200)
FGGY	TH34_1179_S01	v7		v7_PEDAYA_rollup	HALLMARK_KRAS_SIGNALING_DN(5/200)
FGGY	TH34_1179_S01	v7		v7_TCGA_rollup	HALLMARK_KRAS_SIGNALING_DN(5/200)
FIBCD1	TH34_1179_S01	v7		v11_PEDAYA_rollup	NA
FIBCD1	TH34_1179_S01	v7		v11_TCGA_rollup	NA
FIBCD1	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
FIBCD1	TH34_1179_S01	v7		v7_PEDAYA_rollup	NA
FIBCD1	TH34_1179_S01	v7		v7_TCGA_rollup	NA
FIBCD1	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
FLCN	TH34_1179_S01	v7		v11_TCGA_rollup	NA
FLCN	TH34_1179_S01	v7		v7_TCGA_rollup	NA
FOXS1	TH34_1179_S01	v7		v11_PEDAYA_rollup	NA
FOXS1	TH34_1179_S01	v7		v11_TCGA_rollup	NA
FOXS1	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
FOXS1	TH34_1179_S01	v7		v7_TCGA_rollup	NA
FOXS1	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
FRMPD1	TH34_1179_S01	v7		v11_PEDAYA_rollup	NA
FRMPD1	TH34_1179_S01	v7		v11_TCGA_rollup	NA
FRMPD1	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
FRMPD1	TH34_1179_S01	v7		v7_PEDAYA_rollup	NA
FRMPD1	TH34_1179_S01	v7		v7_TCGA_rollup	NA
FRMPD1	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
GAD1	TH34_1179_S01	v7		v11_PEDAYA_rollup	NA
GAD1	TH34_1179_S01	v7		v11_TCGA_rollup	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION(2/17)
GAD1	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
GAD1	TH34_1179_S01	v7		v7_PEDAYA_rollup	NA
GAD1	TH34_1179_S01	v7		v7_TCGA_rollup	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION(2/17)
GAD1	TH34_1179_S01	v7		v7_TH03_TH34_rollup	KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM(2/10)
GAP43	TH34_1179_S01	v7		v11_TCGA_rollup	NA
GAP43	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
GAP43	TH34_1179_S01	v7		v7_TCGA_rollup	NA
GAP43	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
HERC2P2	TH34_1179_S01	v7		v11_TCGA_rollup	NA
HERC2P2	TH34_1179_S01	v7		v7_TCGA_rollup	NA
HEYL	TH34_1179_S01	v7		v11_TCGA_rollup	NA
HEYL	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
HEYL	TH34_1179_S01	v7		v7_TCGA_rollup	NA
HEYL	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
HMP19	TH34_1179_S01	v7		v11_PEDAYA_rollup	NA
HMP19	TH34_1179_S01	v7		v11_TCGA_rollup	NA
HMP19	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
HMP19	TH34_1179_S01	v7		v7_TCGA_rollup	NA
HMP19	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
IGFN1	TH34_1179_S01	v7		v11_PEDAYA_rollup	NA
IGFN1	TH34_1179_S01	v7		v11_TCGA_rollup	NA
IGFN1	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
IGFN1	TH34_1179_S01	v7		v7_PEDAYA_rollup	NA
IGFN1	TH34_1179_S01	v7		v7_TCGA_rollup	NA
IGFN1	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
KIAA0895L	TH34_1179_S01	v7		v11_TCGA_rollup	NA
KIAA0895L	TH34_1179_S01	v7		v7_TCGA_rollup	NA
KLC1	TH34_1179_S01	v7		v11_TCGA_rollup	NA
KLC1	TH34_1179_S01	v7		v7_TCGA_rollup	NA
KREMEN1	TH34_1179_S01	v7		v11_TCGA_rollup	NA
KREMEN1	TH34_1179_S01	v7		v11_TH03_TH34_rollup	WNT_SIGNALING(4/89)
KREMEN1	TH34_1179_S01	v7		v7_TCGA_rollup	NA
KREMEN1	TH34_1179_S01	v7		v7_TH03_TH34_rollup	WNT_SIGNALING(4/89)
LAMA2	TH34_1179_S01	v7		v11_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),NABA_MATRISOME(16/1028),NABA_ECM_GLYCOPROTEINS(5/196),NABA_CORE_MATRISOME(5/275)
LAMA2	TH34_1179_S01	v7		v7_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),NABA_MATRISOME(16/1028),NABA_ECM_GLYCOPROTEINS(5/196),NABA_CORE_MATRISOME(5/275)
LAMC3	TH34_1179_S01	v7		v11_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),NABA_MATRISOME(16/1028),NABA_ECM_GLYCOPROTEINS(5/196),NABA_CORE_MATRISOME(5/275)
LAMC3	TH34_1179_S01	v7		v7_TCGA_rollup	KEGG_PATHWAYS_IN_CANCER(11/328),NABA_MATRISOME(16/1028),NABA_ECM_GLYCOPROTEINS(5/196),NABA_CORE_MATRISOME(5/275)
LDB2	TH34_1179_S01	v7		v11_TCGA_rollup	NA
LDB2	TH34_1179_S01	v7		v7_TCGA_rollup	NA
LINC00667	TH34_1179_S01	v7		v11_TCGA_rollup	NO_PATHWAY_SUPPORT_RESULTS
LINC00667	TH34_1179_S01	v7		v7_TCGA_rollup	NO_PATHWAY_SUPPORT_RESULTS
LINC01158	TH34_1179_S01	v7		v11_PEDAYA_rollup	NO_PATHWAY_SUPPORT_RESULTS
LINC01158	TH34_1179_S01	v7		v11_TCGA_rollup	NO_PATHWAY_SUPPORT_RESULTS
LINC01158	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NO_PATHWAY_SUPPORT_RESULTS
LINC01158	TH34_1179_S01	v7		v7_PEDAYA_rollup	NO_PATHWAY_SUPPORT_RESULTS
LINC01158	TH34_1179_S01	v7		v7_TCGA_rollup	NO_PATHWAY_SUPPORT_RESULTS
LINC01158	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NO_PATHWAY_SUPPORT_RESULTS
LRRC32	TH34_1179_S01	v7		v11_TCGA_rollup	NA
LRRC32	TH34_1179_S01	v7		v7_TCGA_rollup	NA
LY6G6C	TH34_1179_S01	v7		v11_PEDAYA_rollup	NA
LY6G6C	TH34_1179_S01	v7		v11_TCGA_rollup	NA
LY6G6C	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
LY6G6C	TH34_1179_S01	v7		v7_PEDAYA_rollup	NA
LY6G6C	TH34_1179_S01	v7		v7_TCGA_rollup	NA
LY6G6C	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
MADD	TH34_1179_S01	v7		v11_TCGA_rollup	NA
MADD	TH34_1179_S01	v7		v7_TCGA_rollup	NA
MAP6	TH34_1179_S01	v7		v11_TCGA_rollup	NA
MAP6	TH34_1179_S01	v7		v7_TCGA_rollup	NA
MASP1	TH34_1179_S01	v7		v11_PEDAYA_rollup	NABA_MATRISOME(14/1028),NABA_MATRISOME_ASSOCIATED(12/753),BIOCARTA_LECTIN_PATHWAY(2/12),REACTOME_INNATE_IMMUNE_SYSTEM(5/279),BIOCARTA_COMP_PATHWAY(2/19)
MASP1	TH34_1179_S01	v7		v11_TCGA_rollup	NABA_MATRISOME(16/1028),NABA_MATRISOME_ASSOCIATED(11/753)
MASP1	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NABA_MATRISOME(16/1028),NABA_MATRISOME_ASSOCIATED(13/753)
MASP1	TH34_1179_S01	v7		v7_PEDAYA_rollup	NABA_MATRISOME_ASSOCIATED(12/753),NABA_MATRISOME(13/1028),REACTOME_INNATE_IMMUNE_SYSTEM(5/279),NABA_ECM_REGULATORS(4/238)
MASP1	TH34_1179_S01	v7		v7_TCGA_rollup	NABA_MATRISOME(16/1028),NABA_MATRISOME_ASSOCIATED(11/753)
MASP1	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NABA_MATRISOME(14/1028),NABA_MATRISOME_ASSOCIATED(11/753),REACTOME_INNATE_IMMUNE_SYSTEM(5/279)
MAST2	TH34_1179_S01	v7		v11_TCGA_rollup	NA
MAST2	TH34_1179_S01	v7		v7_TCGA_rollup	NA
MEG3	TH34_1179_S01	v7		v11_TCGA_rollup	NA
MEG3	TH34_1179_S01	v7		v7_TCGA_rollup	NA
MGAT5	TH34_1179_S01	v7		v11_TCGA_rollup	NA
MGAT5	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
MGAT5	TH34_1179_S01	v7		v7_TCGA_rollup	NA
MGAT5	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
MIAT	TH34_1179_S01	v7		v11_PEDAYA_rollup	NA
MIAT	TH34_1179_S01	v7		v11_TCGA_rollup	NA
MIAT	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NA
MIAT	TH34_1179_S01	v7		v7_PEDAYA_rollup	NA
MIAT	TH34_1179_S01	v7		v7_TCGA_rollup	NA
MIAT	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NA
MIAT_exon5_1	TH34_1179_S01	v7		v11_PEDAYA_rollup	NO_PATHWAY_SUPPORT_RESULTS
MIAT_exon5_1	TH34_1179_S01	v7		v11_TCGA_rollup	NO_PATHWAY_SUPPORT_RESULTS
MIAT_exon5_1	TH34_1179_S01	v7		v11_TH03_TH34_rollup	NO_PATHWAY_SUPPORT_RESULTS
MIAT_exon5_1	TH34_1179_S01	v7		v7_PEDAYA_rollup	NO_PATHWAY_SUPPORT_RESULTS
MIAT_exon5_1	TH34_1179_S01	v7		v7_TCGA_rollup	NO_PATHWAY_SUPPORT_RESULTS
MIAT_exon5_1	TH34_1179_S01	v7		v7_TH03_TH34_rollup	NO_PATHWAY_SUPPORT_RESULTS
MLLT6	TH34_1179_S01	v7		v11_TCGA_rollup	NA
MLLT6	TH34_1179_S01	v7		v7_TCGA_rollup	NA
MME	TH34_1179_S01	v7		v11_TCGA_rollup	NA
MME	TH34_1179_S01	v7		v7_PEDAYA_rollup	KEGG_ALZHEIMERS_DISEASE(4/169)
MME	TH34_1179_S01	v7		v7_TCGA_rollup	NA
MSX2	TH34_1179_S01	v7		v11_PEDAYA_rollup	NA
MSX2	TH34_1179_S01	v7		v11_TCGA_rollup	NA
